[08-09 09:04:23]	 COM1 Close [OK]
[08-09 13:16:03]	 COM1 Close [OK]
[08-09 13:16:07]	 COM1 Close [OK]
[08-09 13:16:08]	 COM4 : 9,600bps, 8, 1, N - ComPort Open [OK]
[08-09 13:16:08]	 COM4 Close [OK]
[08-09 13:16:08]	 COM4 : 19,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:16:09]	 COM4 Close [OK]
[08-09 13:16:09]	 COM4 : 38,400bps, 8, 1, N - ComPort Open [OK]
[08-09 13:16:09]	 COM4 Close [OK]
[08-09 13:16:10]	 COM4 : 57,600bps, 8, 1, N - ComPort Open [OK]
[08-09 13:16:10]	 COM4 Close [OK]
[08-09 13:16:10]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:16:10]	 COM4 : 115200bps ComPort Search [Success]
[08-09 13:16:11]	 COM4 Close [OK]
[08-09 13:16:13]	 COM4 Close [OK]
[08-09 13:16:13]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:16:13]	 Power Off [OK] ![00210!]
                	 Receive : ![00210!]
[08-09 13:16:13]	 COM4 Close [OK]
[08-09 13:57:47]	 COM1 Close [OK]
[08-09 13:57:47]	 COM1 Close [OK]
[08-09 13:58:39]	 COM1 Close [OK]
[08-09 13:58:39]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:58:41]	 COM4 Close [OK]
[08-09 13:58:41]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:58:41]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 13:58:41]	 COM4 Close [OK]
[08-09 13:58:47]	 COM4 Close [OK]
[08-09 13:58:47]	 COM4 : 9,600bps, 8, 1, N - ComPort Open [OK]
[08-09 13:58:48]	 COM4 Close [OK]
[08-09 13:58:48]	 COM4 : 19,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:58:48]	 COM4 Close [OK]
[08-09 13:58:48]	 COM4 : 38,400bps, 8, 1, N - ComPort Open [OK]
[08-09 13:58:49]	 COM4 Close [OK]
[08-09 13:58:49]	 COM4 : 57,600bps, 8, 1, N - ComPort Open [OK]
[08-09 13:58:49]	 COM4 Close [OK]
[08-09 13:58:49]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:58:49]	 COM4 : 115200bps ComPort Search [Success]
[08-09 13:58:50]	 COM4 Close [OK]
[08-09 13:58:58]	 COM4 Close [OK]
[08-09 13:58:58]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:59:00]	 COM4 Close [OK]
[08-09 13:59:00]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 13:59:04]	 DABIT Connecting... [Fail] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 13:59:04]	 COM4 Close [OK]
[08-09 13:59:33]	 IP:127.0.0.1, PORT:5000 Open [FAIL]
[08-09 13:59:44]	 UDP Send Data : 53 45 41 52 43 48 49 4E 47 20 44 49 42 44 20 20 55 0D 0A 
SEARCHING DIBD  U

[08-09 14:45:21]	 IP:127.0.0.1, PORT:5000 Open [FAIL]
[08-09 14:45:29]	 IP:127.0.0.1, PORT:5000 Close [OK]
[08-09 14:45:37]	 IP:127.0.0.1, PORT:5000 Open [FAIL]
[08-09 14:45:40]	 IP:127.0.0.1, PORT:5000 Close [OK]
[08-09 14:45:43]	 COM1 Close [OK]
[08-09 14:45:43]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 14:45:44]	 COM4 Close [OK]
[08-09 14:45:44]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 14:45:44]	 DABIT Connecting... [OK] 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
                	 Receive : 10 02 00 00 0B 6A 30 31 32 33 34 35 36 37 38 39 10 03 
[08-09 14:45:44]	 COM4 Close [OK]
[08-09 14:45:47]	 COM4 Close [OK]
[08-09 14:45:47]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 14:45:47]	 Power Off [OK] ![00210!]
                	 Receive : ![00210!]
[08-09 14:45:47]	 COM4 Close [OK]
[08-09 14:45:56]	 COM4 Close [OK]
[08-09 14:45:56]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 14:45:56]	 DABIT Version Request [Receive : OK] 10 02 00 00 0B 6B F1 03 02 21 4E 00 03 11 00 00 10 03 
                	 Receive : 10 02 00 00 07 6B F1 08 20 04 62 00 10 03 
[08-09 14:45:57]	 Display STOP [OK] 10 02 00 00 02 45 00 10 03 
                	 Receive : 10 02 00 00 02 45 00 10 03 
[08-09 14:45:57]	 DABIT Font - ENG 08x16-DABIT(표준).fnt, KOR 16x16-DABIT(표준).fnt, USER 16x16-Special(표준).fnt, ENG 16x32-굴림체(표준).fnt, UniCode 32x32_굴림(표준).fnt, USER 32x32_굴림(표준).fnt, 
[08-09 14:45:57]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 00 00 18 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0C 12 12 0C 00 00 00 00 00 00 00 00 00 00 00 00 00 38 64 C0 C0 C0 C0 C0 C0 64 38 00 00 00 00 00 00 7C C0 C0 F8 C0 C0 C0 C0 C0 C0 00 00 00 00 20 50 20 0E 19 30 30 30 30 30 19 0E 00 00 00 00 00 00 08 1C 1C 1C 7F 7F 08 08 1C 00 00 00 00 00 00 00 08 1C 3E 7F 7F 7F 2A 08 08 1C 00 00 00 00 00 00 00 00 1C 3E 3E 1C 00 00 00 00 00 00 7F 7F 7F 7F 7F 7F 77 63 63 77 7F 7F 7F 7F 7F 7F 00 00 00 00 00 1C 22 22 22 1C 00 00 00 00 00 00 7F 7F 7F 77 77 63 63 41 63 63 77 77 7F 7F 7F 7F 00 00 00 00 3F 07 0F 19 3C 66 42 66 3C 00 00 00 00 00 00 3C 66 42 66 3C 18 18 7E 18 18 00 00 00 00 00 00 00 18 1E 1B 19 19 1B 18 78 70 00 00 00 00 00 00 00 3F 33 3F 33 33 33 37 76 60 00 00 00 00 00 00 08 08 6B 3E 36 63 36 3E 6B 08 08 00 00 00 00 00 00 40 60 70 7C 7F 7C 70 60 40 00 00 00 00 00 00 00 01 03 07 1F 7F 1F 07 03 01 00 00 00 00 00 00 00 0C 1E 3F 0C 0C 0C 3F 1E 0C 00 00 00 00 00 00 00 33 33 33 33 33 33 00 33 33 00 00 00 00 00 00 3F 6D 6D 6D 3D 0D 0D 0D 0D 00 00 00 00 00 00 00 3E 63 30 1C 36 63 36 1C 06 63 3E 00 00 00 00 00 00 00 00 00 00 00 00 7F 7F 7F 00 00 00 00 00 00 00 0C 1E 3F 0C 0C 0C 3F 1E 0C 3F 00 00 00 00 00 00 0C 1E 3F 0C 0C 0C 0C 0C 0C 00 00 00 00 00 00 00 0C 0C 0C 0C 0C 0C 3F 1E 0C 00 00 00 00 00 00 00 00 08 0C 0E 7F 0E 0C 08 00 00 00 00 00 00 00 00 00 04 0C 1C 3F 1C 0C 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 41 63 36 1C 08 00 00 00 00 00 00 12 33 7F 33 12 00 00 00 00 00 00 00 00 00 00 00 00 00 08 08 1C 1C 3E 3E 7F 00 00 7F 3E 3E 1C 1C 08 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0C 1E 1E 1E 1E 1E 0C 0C 0C 00 0C 0C 00 00 00 00 24 36 36 00 00 00 00 00 00 00 00 00 00 00 00 00 36 36 7F 7F 36 36 36 36 7F 7F 36 36 00 00 00 08 08 3E 6B 68 68 78 3E 0F 0B 0B 6B 3E 08 00 00 00 73 53 76 06 0C 0C 18 18 30 37 65 67 00 00 00 00 1C 36 36 36 1C 3B 6E 66 66 67 6F 3B 00 00 00 00 18 18 30 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0C 18 18 30 30 30 30 18 18 0C 06 00 00 00 00 30 18 0C 0C 06 06 06 06 0C 0C 18 30 00 00 00 00 00 00 33 33 1E 7F 1E 33 33 00 00 00 00 00 00 00 00 00 0C 0C 0C 3F 0C 0C 0C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0C 0C 18 00 00 00 00 00 00 00 00 00 3F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 18 18 00 00 00 00 06 06 06 0C 0C 0C 18 18 18 30 30 30 00 00 00 1C 36 63 63 63 63 63 63 63 63 63 63 36 1C 00 00 0C 1C 3C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 3F 00 00 3E 63 63 63 03 03 06 1C 30 60 60 60 63 7F 00 00 3E 63 63 63 03 03 1E 1E 03 03 63 63 63 3E 00 00 1E 1E 16 36 36 36 66 66 46 46 7F 06 06 06 00 00 7F 63 60 60 60 60 7E 03 03 03 63 63 63 3E 00 00 3E 63 63 60 60 60 7E 63 63 63 63 63 63 3E 00 00 7F 63 63 63 03 03 06 0C 18 18 18 18 18 18 00 00 3E 63 63 63 63 63 3E 63 63 63 63 63 63 3E 00 00 3E 63 63 63 63 63 3F 03 03 03 03 63 63 3E 00 00 00 00 00 0C 0C 00 00 00 00 0C 0C 00 00 00 00 00 00 00 00 0C 0C 00 00 00 00 0C 0C 04 08 00 00 00 00 06 06 0C 0C 18 30 30 18 0C 0C 06 06 00 00 00 00 00 00 00 00 3F 00 00 3F 00 00 00 00 00 00 00 00 18 18 0C 0C 06 03 03 06 0C 0C 18 18 00 00 00 00 1E 33 33 33 03 06 06 0C 0C 00 0C 0C 00 00 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:57]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 01 00 18 00 01 00 01 00 00 00 00 3E 41 41 5D 55 55 4E 40 41 3E 00 00 00 1C 36 63 63 63 63 7F 63 63 63 63 63 63 63 00 00 7C 66 63 63 63 63 7E 63 63 63 63 63 66 7C 00 00 1E 31 60 60 60 60 60 60 60 60 60 60 31 1E 00 00 7C 66 63 63 63 63 63 63 63 63 63 63 66 7C 00 00 3F 60 60 60 60 60 7E 60 60 60 60 60 60 3F 00 00 3F 60 60 60 60 60 7E 60 60 60 60 60 60 60 00 00 3E 63 63 63 63 60 60 67 63 63 63 63 63 3E 00 00 63 63 63 63 63 63 7F 63 63 63 63 63 63 63 00 00 1E 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 3F 00 00 0F 06 06 06 06 06 06 06 06 46 66 66 66 3C 00 00 41 63 62 66 66 6C 78 78 6C 66 66 63 63 61 00 00 30 30 30 30 30 30 30 30 30 30 30 30 30 3F 00 00 63 63 77 7F 6B 6B 6B 6B 63 63 63 63 63 63 00 00 43 63 73 73 73 7B 7B 6F 6F 67 67 63 63 63 00 00 1C 36 63 63 63 63 63 63 63 63 63 63 36 1C 00 00 7C 66 63 63 63 63 66 7C 60 60 60 60 60 60 00 00 1C 36 63 63 63 63 63 63 63 63 6D 67 33 1D 00 00 7E 63 63 63 63 63 63 7E 6C 6C 66 66 63 63 00 00 3E 63 63 60 60 60 3E 03 03 03 63 63 63 3E 00 00 7F 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 00 00 63 63 63 63 63 63 63 63 63 63 63 63 63 3E 00 00 63 63 63 63 63 63 63 63 36 36 36 36 1C 08 00 00 63 63 63 63 63 63 6B 6B 6B 6B 7F 77 63 63 00 00 41 63 63 36 36 1C 1C 1C 1C 36 36 63 63 41 00 00 41 61 61 61 61 61 3F 0C 0C 0C 0C 0C 0C 0C 00 00 7F 03 03 06 06 0C 0C 18 18 30 30 60 60 7F 00 00 3E 30 30 30 30 30 30 30 30 30 30 30 30 3E 00 00 00 30 30 30 18 18 18 0C 0C 0C 06 06 06 00 00 00 1F 03 03 03 03 03 03 03 03 03 03 03 03 1F 00 00 00 04 0E 1B 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7F 7F 00 00 00 00 30 30 18 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 3B 67 63 63 63 63 63 67 3B 00 00 60 60 60 60 60 7C 66 63 63 63 63 63 66 7C 00 00 00 00 00 00 00 1E 31 60 60 60 60 60 31 1E 00 00 03 03 03 03 03 1F 33 63 63 63 63 63 33 1F 00 00 00 00 00 00 00 3E 63 63 63 7F 60 60 63 3E 00 00 00 0E 1B 1B 18 18 7E 18 18 18 18 18 18 18 00 00 00 00 00 00 00 1F 33 63 63 63 33 1F 03 43 3E 00 60 60 60 60 60 7E 63 63 63 63 63 63 63 63 00 00 00 0C 0C 00 00 0C 0C 0C 0C 0C 0C 0C 0C 0C 00 00 00 06 06 00 00 06 06 06 06 06 06 06 66 66 3C 00 60 60 60 60 61 63 66 6C 78 78 6C 66 63 61 00 00 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 00 00 00 00 00 00 00 7E 6B 6B 6B 6B 6B 6B 6B 6B 00 00 00 00 00 00 00 7E 63 63 63 63 63 63 63 63 00 00 00 00 00 00 00 1C 36 63 63 63 63 63 36 1C 00 00 00 00 00 00 00 7C 66 63 63 63 63 66 7C 60 60 00 00 00 00 00 00 1F 33 63 63 63 63 33 1F 03 03 00 00 00 00 00 00 5E 73 60 60 60 60 60 60 60 00 00 00 00 00 00 00 3E 61 60 60 3E 03 03 43 3E 00 00 00 18 18 18 18 7E 18 18 18 18 18 1B 1B 0E 00 00 00 00 00 00 00 63 63 63 63 63 63 63 63 3E 00 00 00 00 00 00 00 41 63 63 63 63 63 36 1C 08 00 00 00 00 00 00 00 41 63 63 6B 6B 6B 7F 77 22 00 00 00 00 00 00 00 41 63 36 1C 1C 36 63 63 41 00 00 00 00 00 00 00 43 63 63 63 63 63 3F 03 03 03 00 00 00 00 00 00 7F 03 06 0C 18 30 60 60 7F 00 00 06 04 0C 1C 0C 0C 0C 38 0C 0C 0C 0C 04 06 00 00 18 18 18 18 18 18 00 00 18 18 18 18 18 18 00 00 30 10 18 1C 18 18 18 0E 18 18 18 18 10 30 00 00 00 00 00 00 00 00 3B 6E 00 00 00 00 00 00 00 00 00 00 00 00 00 0C 1E 33 33 33 33 3F 00 00 00 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:57]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 02 00 18 00 02 00 01 00 00 3F 60 60 60 60 60 60 60 60 3F 0C 07 06 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:57]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 03 00 18 00 03 00 01 0C 0C 0C 0C 0C 0C 0C 0F 00 00 00 00 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:57]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 04 00 18 00 04 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:57]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 05 00 18 00 05 00 01 00 00 00 00 0F F8 18 18 30 0C 30 0C 30 0C 18 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:57]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 06 00 18 00 06 00 01 00 00 00 00 1F 80 30 00 30 00 30 00 30 00 30 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:57]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 07 00 18 00 07 00 01 00 00 3F 80 00 C0 00 C0 3F C0 00 C0 00 C0 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:58]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 08 00 18 00 08 00 01 00 00 30 0C 30 0C 3F FC 30 0C 30 0C 1F F8 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:58]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 09 00 18 00 09 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:58]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 0A 00 18 00 0A 00 01 00 00 00 18 00 18 00 18 00 18 00 18 00 18 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:58]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 0B 00 18 00 0B 00 01 00 00 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:58]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 0C 00 18 00 0C 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:58]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 0D 00 18 00 0D 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:58]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 0E 00 18 00 0E 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:58]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 0F 00 18 00 0F 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:58]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 10 00 18 00 10 00 01 00 00 00 00 07 E0 08 10 10 08 26 64 26 64 20 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:59]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 11 00 18 00 11 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:59]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 12 00 18 00 12 00 01 00 00 00 00 1F E0 30 30 60 18 67 98 6C D8 6C ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:59]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 13 00 18 00 13 00 01 00 00 00 00 03 80 03 80 03 00 01 80 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:59]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 14 00 18 00 14 00 01 00 00 00 00 00 00 1C 00 22 00 41 04 00 88 1C ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:59]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 15 00 18 00 15 00 01 00 00 00 00 00 00 07 E0 18 18 30 0C 30 0C 30 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:59]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 16 00 18 00 16 00 01 00 00 7F FE 40 02 40 02 40 32 40 32 40 32 44 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:59]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 17 00 18 00 17 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:59]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 18 00 75 01 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:59]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 19 00 75 01 01 00 02 00 00 00 00 00 00 1F F8 3F FC 78 1E 70 0E 70 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:45:59]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 1A 00 75 01 02 00 02 00 00 00 00 00 00 00 00 00 00 07 E0 1F F0 38 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:46:00]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 1B 00 75 01 03 00 02 00 00 00 00 00 00 3F E0 7F F8 70 3C 70 1E 70 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:46:00]	 Font Image [OK] 10 02 00 04 0A 98 8D 01 1C 00 75 01 04 00 02 00 00 00 00 00 00 00 00 07 00 07 80 03 C0 01 ~ 10 03 
                	 Receive : 10 02 00 00 02 98 00 10 03 
[08-09 14:46:00]	 Font Image [OK] 10 02 00 00 3A 4D 02 00 60 00 00 00 00 00 00 FF 00 08 10 04 00 61 88 BD D3 10 10 10 00 00 E0 20 E2 10 10 00 D4 05 00 00 00 20 00 7F 00 10 10 06 00 00 AC A3 D7 10 10 64 01 00 E0 20 E2 10 10 10 03 
                	 Receive : 10 02 00 00 02 4D 00 10 03 
[08-09 14:46:00]	 Display Start [OK] 10 02 00 00 02 45 01 10 03 
                	 Receive : 10 02 00 00 02 45 00 10 03 
[08-09 14:46:00]	 COM4 Close [OK]
[08-09 15:16:41]	 COM1 Close [OK]
[08-09 15:21:35]	 COM1 Close [OK]
[08-09 15:46:04]	 COM1 Close [OK]
[08-09 15:57:03]	 COM1 Close [OK]
[08-09 15:59:14]	 COM1 Close [OK]
[08-09 15:59:14]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 15:59:14]	 Setting LED Module Display Type [OK] ![0052B11111!]
                	 Receive : ![00520!]
[08-09 15:59:14]	 COM4 Close [OK]
[08-09 15:59:20]	 COM4 Close [OK]
[08-09 15:59:23]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 15:59:23]	 Setting LED Module Display Type [OK] ![0052A11011!]
                	 Receive : ![00520!]
[08-09 15:59:23]	 COM4 Close [OK]
[08-09 16:00:09]	 COM4 Close [OK]
[08-09 16:00:09]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:00:09]	 Setting LED Module Display Type [OK] ![0052821012!]
                	 Receive : ![00520!]
[08-09 16:00:09]	 COM4 Close [OK]
[08-09 16:00:35]	 COM4 Close [OK]
[08-09 16:00:38]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:00:38]	 Setting LED Module Display Type [OK] ![0052B11111!]
                	 Receive : ![00520!]
[08-09 16:00:38]	 COM4 Close [OK]
[08-09 16:00:48]	 COM4 Close [OK]
[08-09 16:00:51]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:00:51]	 Setting LED Module Display Type [OK] ![0052A11111!]
                	 Receive : ![00520!]
[08-09 16:00:51]	 COM4 Close [OK]
[08-09 16:01:23]	 COM4 Close [OK]
[08-09 16:01:23]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:01:23]	 Setting LED Module Display Type [OK] ![0052821111!]
                	 Receive : ![00520!]
[08-09 16:01:23]	 COM4 Close [OK]
[08-09 16:01:45]	 COM4 Close [OK]
[08-09 16:01:45]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:01:45]	 Setting LED Module Display Type [OK] ![0052821012!]
                	 Receive : ![00520!]
[08-09 16:01:45]	 COM4 Close [OK]
[08-09 16:02:04]	 COM4 Close [OK]
[08-09 16:02:08]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:02:08]	 Setting LED Module Display Type [OK] ![0052B11111!]
                	 Receive : ![00520!]
[08-09 16:02:08]	 COM4 Close [OK]
[08-09 16:02:49]	 COM1 Close [OK]
[08-09 16:02:58]	 COM1 Close [OK]
[08-09 16:02:58]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:02:58]	 Setting LED Module Display Type [OK] ![0052B11111!]
                	 Receive : ![00520!]
[08-09 16:02:58]	 COM4 Close [OK]
[08-09 16:03:39]	 COM4 Close [OK]
[08-09 16:03:39]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:03:39]	 Setting LED Module Display Type [OK] ![0052821012!]
                	 Receive : ![00520!]
[08-09 16:03:39]	 COM4 Close [OK]
[08-09 16:04:42]	 COM4 Close [OK]
[08-09 16:04:42]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:04:42]	 Setting LED Module Display Type [OK] ![0052821111!]
                	 Receive : ![00520!]
[08-09 16:04:42]	 COM4 Close [OK]
[08-09 16:04:47]	 COM4 Close [OK]
[08-09 16:04:47]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:04:47]	 Setting LED Module Display Type [OK] ![0052822111!]
                	 Receive : ![00520!]
[08-09 16:04:47]	 COM4 Close [OK]
[08-09 16:05:51]	 COM4 Close [OK]
[08-09 16:05:51]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:05:51]	 Setting LED Module Display Type [OK] ![0052A11111!]
                	 Receive : ![00520!]
[08-09 16:05:51]	 COM4 Close [OK]
[08-09 16:06:05]	 COM4 Close [OK]
[08-09 16:06:05]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:06:05]	 Setting LED Module Display Type [OK] ![0052A11011!]
                	 Receive : ![00520!]
[08-09 16:06:05]	 COM4 Close [OK]
[08-09 16:06:10]	 COM4 Close [OK]
[08-09 16:06:10]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:06:10]	 Setting LED Module Display Type [OK] ![0052A11111!]
                	 Receive : ![00520!]
[08-09 16:06:10]	 COM4 Close [OK]
[08-09 16:06:11]	 COM4 Close [OK]
[08-09 16:06:11]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:06:11]	 Setting LED Module Display Type [OK] ![0052A12111!]
                	 Receive : ![00520!]
[08-09 16:06:11]	 COM4 Close [OK]
[08-09 16:06:13]	 COM4 Close [OK]
[08-09 16:06:13]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:06:13]	 Setting LED Module Display Type [OK] ![0052A13111!]
                	 Receive : ![00520!]
[08-09 16:06:13]	 COM4 Close [OK]
[08-09 16:06:15]	 COM4 Close [OK]
[08-09 16:06:15]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:06:15]	 Setting LED Module Display Type [OK] ![0052A14111!]
                	 Receive : ![00520!]
[08-09 16:06:15]	 COM4 Close [OK]
[08-09 16:07:32]	 COM4 Close [OK]
[08-09 16:07:32]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:07:32]	 Setting LED Module Display Type [OK] ![0052A11011!]
                	 Receive : ![00520!]
[08-09 16:07:32]	 COM4 Close [OK]
[08-09 16:08:59]	 COM4 Close [OK]
[08-09 16:08:59]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
[08-09 16:08:59]	 Setting LED Module Display Type [OK] ![0052821012!]
                	 Receive : ![00520!]
[08-09 16:08:59]	 COM4 Close [OK]
[08-09 16:09:02]	 COM4 Close [OK]
[08-09 16:09:02]	 COM4 : 115,200bps, 8, 1, N - ComPort Open [OK]
